,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price,Category
515,Brad,2020,1,BAD OUT OF BOX + Junk,"I purchased this laptop for a new technician that i hired and did not get a chance to open it until maybe 2-3 weeks after purchasing as we did not have time to set it up with all the work going on. Once we got it out and started with the initial setup everything went fine. This was purchased to be a field tech laptop but we were using it in office and in the middle of working in only chrome browser sessions, the laptop would crash and blue screen with different messages such as ""critical process dies"" or ""unknown fatal error occurred"" with some code that when i looked up was useless information. I tried to return the PC but after troubleshooting and letting it sit I was 6 days past the 30 day warranty. I troubleshot with Dell support and performed multiple remote sessions with them to reset and diagnose the problem and they could not figure it out. Now the PC will not boot as it continuously boots to the advanced restore page and when you try to reset it, it says another fatal error and reboots to the same advanced restore page. Even upon exiting the page it will reboot and go to the same thing.",Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
516,Samantha Sparks,2019,4,Great for College Students,A good middle of the road laptop for students and people who don't need a ton of features.,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
517,Kindle Customer,2022,1,This product just died after 3 months.,"I have bought dell laptops over the years, none has died on me like this did. It just stopped to function.",Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
518,Maya,2020,5,Loved it !!!!,"Great Item, brand new laptop no used one, overall been using it and no problems with it,Came in well packed and patched up and no damages on it.I’m happy 🙂👌",Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
519,Brandi H Neisent,2019,5,Exactly what I needed!,So far. So good. Very impressed. Downloaded apps I need for work and all relevant content. Still have plenty of storage space and it starts up in under 10 seconds! I’m very pleased with this purchase! Feels very sturdy and of great quality as well.,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
520,Ronaldo Adriano Santos,2021,5,An excellent machine,I bought for school purposes. It works perfectly.,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
521,kenneth berube,2020,5,"your delivery was very good, I have no complaints","I use it for home use, my other laptop had win7 now it's obsolete so I bought another w/ win10 the speed is great and I'm more than happy with it. Thank you",Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
522,Amazon Customer,2019,4,Decent for the price,The touch-mouse clicker seems a little cheesy but otherwise everything has worked well.,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
523,Francisco Balcazar,2019,3,Equipo Bueno,"No me agrado el brillo de la pantalla es muy opaco , me agrado el color y el tono mate de la laptop , lo malo es que no viene con una licencia activa de Windows y tampoco incluye la licencia de Office , articulo llego nuevo con plasticos y en buen estado .",Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
524,M. Ablan,2019,5,,,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
525,Keval,2019,5,Great for the price,"I really like this computer, good price for a touch screen. I am not doing anything to difficult - word processing, web surfing and watching some videos. There was one issue - it did not come with the CD/DVD drive as advertised. However, I quickly contacted Amazon and they refunded some money which was put toward a external CD/DVD drive.",Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
526,Alex,2019,5,Voice sucks,I recieved  good product but the voice sucks I don’t understand how can amazon send me a new laptop with messed up voice.now i have to send this piece back and that sucks,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
527,LITEONE,2020,3,Overall good computer for a good price,"Overall satisfied with this product - had a bit of problem with Windows activation since it was in S mode, but seems I had successfully moved to Windows Home 10 as was advertised.",Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
528,pj_parker,2019,4,Dell Tech Support sucks.  e,I called Dell Tech Support up to resolve a minor matter.  They  want to charge me $167 because they stated my computer didn't include tech support.  I have had the computer  for only 40 days.,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
529,Mark R.,2020,5,"Great little laptop, 2.4G wireless only",I like the Dell machine but I did not like all the Microsoft software and default programs. It takes a long time to set everything up.,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
530,Michael Asian,2019,4,Great value,First new laptop in 10 years so I dont have a good jumping off point but it is superfast and isn't oberlaoded with a bunch of garbage software.,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
531,Kyle,2019,4,the overall quality is fine,The USB port are not perfect,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
532,Rodolfo Marin Palavicini,2021,5,Súper puede ser táctil,Súper súper,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
533,Keila,2020,5,,,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
534,Rickey A. Emery,2019,4,Great,Serious upgrade from my lenovo dinosaur that I've had for a little over 10 years. Love it.,Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),527,dell
